#time,accel_x,accel_y,accel_z
36.689655,1703.689691,9628.718142,133.998066
36.692245,1684.54711,9686.145885,57.427742
36.694835,1780.260014,9513.862658,95.712904
36.697426,1761.117434,9686.145885,38.285162
36.700016,1780.260014,9628.718142,38.285162
36.702607,1665.40453,9571.2904,57.427742
36.705197,1722.832272,9724.431046,114.855485
36.707787,1665.40453,9743.573627,76.570323
36.710378,1703.689691,9686.145885,76.570323
36.712968,1665.40453,9724.431046,133.998066
36.715558,1703.689691,9686.145885,133.998066
36.718149,1741.974853,9590.432981,76.570323
36.720739,1665.40453,9628.718142,114.855485
36.723329,1741.974853,9647.860723,133.998066
36.72592,1761.117434,9628.718142,-38.285162
36.72851,1837.687757,9552.147819,38.285162
36.731101,1684.54711,9552.147819,172.283227
36.733691,1741.974853,9609.575562,-57.427742
36.736281,1703.689691,9590.432981,0
36.738872,1741.974853,9609.575562,191.425808
36.741462,1703.689691,9590.432981,57.427742
36.744052,1684.54711,9609.575562,133.998066
36.746643,1799.402595,9571.2904,114.855485
36.749233,1761.117434,9513.862658,76.570323
36.751823,1761.117434,9590.432981,19.142581
36.754414,1780.260014,9609.575562,191.425808
36.757004,1722.832272,9590.432981,38.285162
36.759594,1665.40453,9628.718142,172.283227
36.762185,1665.40453,9628.718142,248.85355
36.764775,1703.689691,9647.860723,76.570323
36.767366,1646.261949,9667.003304,95.712904
36.769956,1741.974853,9628.718142,153.140646
36.772546,1761.117434,9647.860723,76.570323
36.775137,1646.261949,9647.860723,38.285162
36.777727,1684.54711,9628.718142,153.140646
36.780317,1722.832272,9628.718142,133.998066
36.782908,1665.40453,9705.288466,114.855485
36.785498,1741.974853,9647.860723,172.283227
36.788088,1799.402595,9533.005238,57.427742
36.790679,1684.54711,9628.718142,38.285162
36.793268,1684.54711,9686.145885,38.285162
36.795857,1761.117434,9647.860723,172.283227
36.798447,1780.260014,9571.2904,19.142581
36.801036,1722.832272,9590.432981,133.998066
36.803625,1741.974853,9647.860723,133.998066
36.806214,1722.832272,9475.577496,172.283227
36.808804,1722.832272,9628.718142,95.712904
36.811393,1761.117434,9628.718142,76.570323
36.813982,1703.689691,9705.288466,76.570323
36.816571,1741.974853,9609.575562,153.140646
36.81916,1722.832272,9667.003304,153.140646
36.82175,1684.54711,9686.145885,133.998066
36.824339,1665.40453,9590.432981,114.855485
36.826928,1627.119368,9647.860723,114.855485
36.829517,1646.261949,9647.860723,114.855485
36.832107,1703.689691,9686.145885,76.570323
36.834696,1646.261949,9647.860723,229.71097
36.837285,1722.832272,9628.718142,76.570323
36.839874,1684.54711,9609.575562,76.570323
36.842464,1741.974853,9590.432981,172.283227
36.845053,1722.832272,9667.003304,114.855485
36.847642,1741.974853,9647.860723,57.427742
36.850231,1684.54711,9647.860723,133.998066
36.852821,1646.261949,9647.860723,57.427742
36.85541,1761.117434,9590.432981,-38.285162
36.857999,1703.689691,9686.145885,38.285162
36.860588,1741.974853,9513.862658,95.712904
36.863178,1761.117434,9590.432981,95.712904
36.865767,1703.689691,9571.2904,76.570323
36.868356,1722.832272,9571.2904,133.998066
36.870945,1741.974853,9590.432981,0
36.873535,1684.54711,9647.860723,153.140646
36.876124,1646.261949,9628.718142,57.427742
36.878713,1741.974853,9647.860723,153.140646
36.881302,1741.974853,9647.860723,133.998066
36.883892,1722.832272,9724.431046,76.570323
36.886481,1818.545176,9628.718142,57.427742
36.88907,1703.689691,9628.718142,57.427742
