#time,accel_x,accel_y,accel_z
802.181687,1741.974853,9533.005238,153.140646
802.184205,1703.689691,9667.003304,229.710970
802.186723,1741.974853,9609.575562,248.853550
802.189241,1703.689691,9609.575562,114.855485
802.191760,1646.261949,9705.288466,210.568389
802.194278,1703.689691,9628.718142,325.423874
802.196796,1684.547110,9533.005238,76.570323
802.199314,1703.689691,9705.288466,248.853550
802.201832,1684.547110,9667.003304,248.853550
802.204350,1741.974853,9609.575562,133.998066
802.206868,1684.547110,9724.431046,248.853550
802.209386,1703.689691,9628.718142,267.996131
802.211904,1703.689691,9571.290400,248.853550
802.214423,1665.404530,9609.575562,229.710970
802.216942,1722.832272,9628.718142,267.996131
802.219461,1684.547110,9552.147819,153.140646
802.221980,1607.976787,9552.147819,229.710970
802.224500,1703.689691,9686.145885,325.423874
802.227019,1722.832272,9590.432981,267.996131
802.229538,1684.547110,9609.575562,114.855485
802.232057,1665.404530,9667.003304,287.138712
802.234576,1646.261949,9686.145885,191.425808
802.237096,1665.404530,9552.147819,172.283227
802.239615,1741.974853,9686.145885,287.138712
802.242134,1665.404530,9590.432981,172.283227
802.244653,1569.691626,9571.290400,114.855485
802.247172,1665.404530,9628.718142,210.568389
802.249692,1665.404530,9590.432981,191.425808
802.252211,1684.547110,9609.575562,133.998066
802.254730,1684.547110,9628.718142,210.568389
802.257249,1607.976787,9705.288466,114.855485
802.259768,1627.119368,9609.575562,114.855485
802.262288,1684.547110,9667.003304,248.853550
802.264807,1684.547110,9590.432981,287.138712
802.267326,1569.691626,9571.290400,153.140646
802.269845,1665.404530,9647.860723,248.853550
802.272364,1741.974853,9609.575562,248.853550
802.274884,1665.404530,9628.718142,210.568389
802.277403,1703.689691,9628.718142,248.853550
802.279922,1703.689691,9590.432981,267.996131
802.282441,1684.547110,9647.860723,191.425808
802.284960,1741.974853,9571.290400,76.570323
802.287480,1607.976787,9705.288466,210.568389
802.289999,1665.404530,9609.575562,229.710970
802.292518,1665.404530,9571.290400,114.855485
802.295037,1665.404530,9667.003304,287.138712
802.297556,1646.261949,9686.145885,191.425808
802.300076,1684.547110,9571.290400,114.855485
802.302595,1703.689691,9705.288466,248.853550
802.305114,1703.689691,9590.432981,267.996131
802.307633,1684.547110,9628.718142,153.140646
802.310152,1665.404530,9762.716208,229.710970
802.312672,1722.832272,9571.290400,267.996131
802.315191,1741.974853,9590.432981,153.140646
802.317710,1665.404530,9647.860723,229.710970
802.320229,1741.974853,9628.718142,248.853550
802.322748,1722.832272,9590.432981,133.998066
802.325268,1684.547110,9647.860723,248.853550
802.327787,1607.976787,9590.432981,287.138712
802.330306,1646.261949,9571.290400,210.568389
802.332825,1684.547110,9667.003304,325.423874
802.335344,1703.689691,9628.718142,267.996131
802.337864,1703.689691,9571.290400,210.568389
802.340383,1665.404530,9571.290400,210.568389
802.342902,1703.689691,9705.288466,248.853550
802.345421,1684.547110,9609.575562,248.853550
802.347940,1665.404530,9609.575562,172.283227
802.350460,1665.404530,9590.432981,210.568389
802.352979,1684.547110,9609.575562,248.853550
802.355498,1646.261949,9609.575562,153.140646
802.358017,1646.261949,9647.860723,287.138712
802.360536,1684.547110,9590.432981,172.283227
802.363056,1741.974853,9609.575562,191.425808
802.365575,1741.974853,9686.145885,229.710970
802.368094,1665.404530,9590.432981,210.568389
802.370613,1703.689691,9667.003304,153.140646
802.373132,1703.689691,9590.432981,229.710970
802.375652,1741.974853,9609.575562,191.425808
802.378171,1665.404530,9609.575562,153.140646
802.380690,1646.261949,9724.431046,229.710970
802.383209,1665.404530,9590.432981,229.710970
802.385728,1607.976787,9609.575562,210.568389
802.388248,1684.547110,9686.145885,229.710970
802.390767,1722.832272,9628.718142,267.996131
802.393286,1741.974853,9609.575562,153.140646
802.395805,1684.547110,9647.860723,133.998066
802.398325,1684.547110,9628.718142,210.568389
802.400844,1703.689691,9571.290400,210.568389
802.403363,1703.689691,9647.860723,133.998066
802.405882,1703.689691,9743.573627,229.710970
802.408401,1741.974853,9647.860723,153.140646
802.410921,1703.689691,9590.432981,133.998066
802.413440,1684.547110,9647.860723,229.710970
802.415960,1722.832272,9609.575562,210.568389
802.418481,1741.974853,9590.432981,153.140646
802.421001,1646.261949,9628.718142,248.853550
802.423522,1761.117434,9590.432981,191.425808
802.426042,1684.547110,9609.575562,133.998066
802.428562,1703.689691,9686.145885,248.853550
802.431083,1741.974853,9609.575562,191.425808
802.433603,1684.547110,9628.718142,172.283227
802.436124,1665.404530,9647.860723,267.996131
802.438644,1818.545176,9590.432981,248.853550
802.441165,1761.117434,9647.860723,133.998066
802.443685,1703.689691,9628.718142,248.853550
802.446206,1761.117434,9628.718142,306.281293
802.448726,1665.404530,9571.290400,153.140646
802.451246,1665.404530,9667.003304,191.425808
802.453767,1722.832272,9628.718142,306.281293
802.456287,1741.974853,9533.005238,172.283227
802.458808,1684.547110,9647.860723,153.140646
802.461328,1646.261949,9628.718142,267.996131
802.463849,1722.832272,9609.575562,133.998066
802.466369,1665.404530,9628.718142,153.140646
802.468890,1703.689691,9590.432981,267.996131
802.471410,1703.689691,9475.577496,114.855485
802.473930,1684.547110,9647.860723,191.425808
802.476451,1703.689691,9628.718142,363.709035
802.478971,1780.260014,9628.718142,153.140646
802.481492,1684.547110,9609.575562,153.140646
802.484012,1646.261949,9609.575562,287.138712
802.486533,1741.974853,9609.575562,191.425808
802.489053,1684.547110,9590.432981,153.140646
802.491574,1703.689691,9705.288466,248.853550
802.494094,1741.974853,9609.575562,191.425808
802.496615,1665.404530,9590.432981,153.140646
802.499135,1665.404530,9609.575562,153.140646
802.501655,1646.261949,9667.003304,287.138712
802.504176,1665.404530,9571.290400,114.855485
802.506696,1665.404530,9705.288466,114.855485
802.509217,1684.547110,9628.718142,229.710970
802.511737,1684.547110,9647.860723,153.140646
802.514258,1665.404530,9628.718142,153.140646
802.516722,1646.261949,9647.860723,229.710970
802.519187,1684.547110,9552.147819,114.855485
802.521651,1665.404530,9628.718142,153.140646
802.524116,1703.689691,9590.432981,267.996131
802.526580,1703.689691,9494.720077,153.140646
802.529044,1741.974853,9647.860723,191.425808
802.531509,1646.261949,9667.003304,306.281293
802.533973,1684.547110,9571.290400,229.710970
802.536438,1665.404530,9628.718142,172.283227
802.538902,1627.119368,9628.718142,172.283227
802.541367,1741.974853,9647.860723,248.853550
802.543831,1703.689691,9667.003304,172.283227
802.546296,1665.404530,9628.718142,172.283227
802.548760,1741.974853,9609.575562,210.568389
802.551225,1684.547110,9609.575562,153.140646
802.553689,1741.974853,9705.288466,229.710970
802.556154,1722.832272,9609.575562,325.423874
802.558618,1722.832272,9647.860723,191.425808
802.561083,1665.404530,9628.718142,229.710970
802.563547,1761.117434,9647.860723,191.425808
802.566012,1761.117434,9552.147819,172.283227
802.568476,1703.689691,9628.718142,191.425808
802.570941,1703.689691,9590.432981,267.996131
802.573405,1722.832272,9571.290400,133.998066
802.575870,1780.260014,9647.860723,172.283227
802.578334,1703.689691,9628.718142,248.853550
802.580798,1703.689691,9571.290400,76.570323
802.583263,1703.689691,9667.003304,210.568389
802.585727,1703.689691,9628.718142,325.423874
802.588192,1722.832272,9609.575562,133.998066
802.590656,1703.689691,9647.860723,210.568389
802.593121,1684.547110,9686.145885,229.710970
802.595585,1684.547110,9552.147819,133.998066
802.598050,1665.404530,9628.718142,210.568389
802.600514,1703.689691,9628.718142,267.996131
802.602979,1722.832272,9552.147819,114.855485
802.605443,1665.404530,9647.860723,153.140646
802.607908,1665.404530,9667.003304,210.568389
802.610372,1741.974853,9609.575562,229.710970
802.612837,1684.547110,9609.575562,191.425808
802.615316,1684.547110,9628.718142,229.710970
802.617795,1646.261949,9686.145885,191.425808
802.620274,1627.119368,9647.860723,114.855485
802.622753,1646.261949,9609.575562,229.710970
802.625232,1646.261949,9647.860723,325.423874
802.627711,1607.976787,9686.145885,153.140646
802.630190,1665.404530,9590.432981,172.283227
802.632669,1684.547110,9628.718142,229.710970
802.635148,1684.547110,9667.003304,133.998066
802.637627,1665.404530,9628.718142,153.140646
802.640106,1627.119368,9609.575562,287.138712
802.642585,1665.404530,9552.147819,133.998066
802.645063,1703.689691,9667.003304,153.140646
802.647542,1684.547110,9647.860723,191.425808
802.650021,1741.974853,9533.005238,153.140646
802.652500,1665.404530,9647.860723,153.140646
802.654979,1646.261949,9686.145885,306.281293
802.657458,1684.547110,9590.432981,114.855485
802.659937,1761.117434,9647.860723,172.283227
802.662416,1741.974853,9705.288466,229.710970
802.664895,1741.974853,9609.575562,191.425808
802.667374,1684.547110,9533.005238,191.425808
802.669853,1703.689691,9628.718142,248.853550
802.672332,1741.974853,9609.575562,267.996131
802.674811,1722.832272,9609.575562,191.425808
802.677290,1703.689691,9628.718142,267.996131
802.679769,1741.974853,9628.718142,267.996131
802.682248,1741.974853,9609.575562,153.140646
802.684727,1741.974853,9667.003304,267.996131
802.687206,1722.832272,9590.432981,325.423874
802.689685,1684.547110,9552.147819,133.998066
802.692164,1684.547110,9609.575562,191.425808
802.694643,1741.974853,9647.860723,267.996131
802.697122,1741.974853,9533.005238,133.998066
802.699601,1646.261949,9724.431046,229.710970
802.702080,1684.547110,9609.575562,267.996131
802.704559,1684.547110,9552.147819,133.998066
802.707038,1646.261949,9609.575562,229.710970
802.709517,1761.117434,9590.432981,306.281293
802.711996,1703.689691,9513.862658,191.425808
802.714488,1607.976787,9590.432981,210.568389
802.716979,1627.119368,9724.431046,210.568389
802.719471,1665.404530,9609.575562,191.425808
802.721963,1665.404530,9590.432981,153.140646
802.724454,1703.689691,9667.003304,210.568389
802.726946,1684.547110,9647.860723,191.425808
802.729437,1627.119368,9590.432981,114.855485
802.731929,1607.976787,9647.860723,229.710970
802.734420,1741.974853,9609.575562,191.425808
802.736912,1665.404530,9513.862658,172.283227
802.739404,1684.547110,9667.003304,191.425808
802.741895,1665.404530,9590.432981,172.283227
802.744387,1646.261949,9513.862658,76.570323
802.746878,1607.976787,9647.860723,229.710970
802.749370,1627.119368,9705.288466,210.568389
802.751862,1627.119368,9590.432981,114.855485
802.754353,1665.404530,9628.718142,172.283227
802.756845,1665.404530,9647.860723,172.283227
802.759336,1703.689691,9609.575562,114.855485
802.761828,1703.689691,9686.145885,191.425808
802.764320,1665.404530,9590.432981,229.710970
802.766811,1684.547110,9609.575562,133.998066
802.769303,1741.974853,9647.860723,191.425808
802.771794,1665.404530,9686.145885,210.568389
802.774286,1741.974853,9609.575562,191.425808
802.776778,1761.117434,9590.432981,172.283227
802.779269,1607.976787,9724.431046,248.853550
802.781761,1780.260014,9590.432981,229.710970
802.784252,1741.974853,9647.860723,172.283227
802.786744,1703.689691,9628.718142,267.996131
802.789236,1722.832272,9552.147819,229.710970
802.791727,1684.547110,9571.290400,153.140646
802.794228,1646.261949,9647.860723,229.710970
802.796730,1818.545176,9647.860723,287.138712
802.799231,1684.547110,9609.575562,210.568389
802.801733,1684.547110,9647.860723,267.996131
802.804234,1722.832272,9590.432981,267.996131
802.806735,1684.547110,9686.145885,114.855485
802.809237,1684.547110,9647.860723,267.996131
802.811738,1703.689691,9724.431046,287.138712
802.814239,1722.832272,9533.005238,172.283227
802.816741,1665.404530,9667.003304,287.138712
802.819242,1684.547110,9647.860723,267.996131
802.821744,1780.260014,9513.862658,153.140646
802.824245,1646.261949,9647.860723,229.710970
802.826746,1646.261949,9628.718142,287.138712
802.829248,1646.261949,9513.862658,191.425808
802.831749,1665.404530,9590.432981,210.568389
802.834250,1646.261949,9628.718142,248.853550
802.836752,1741.974853,9609.575562,248.853550
802.839253,1607.976787,9628.718142,153.140646
802.841754,1741.974853,9628.718142,248.853550
802.844256,1684.547110,9609.575562,191.425808
802.846757,1665.404530,9590.432981,153.140646
802.849259,1703.689691,9705.288466,248.853550
802.851760,1741.974853,9647.860723,191.425808
