#time,accel_x,accel_y,accel_z
44.310457,1818.545176,9667.003304,153.140646
44.312996,1722.832272,9590.432981,19.142581
44.315536,1722.832272,9609.575562,133.998066
44.318075,1780.260014,9667.003304,229.710970
44.320615,1741.974853,9571.290400,19.142581
44.323154,1665.404530,9705.288466,153.140646
44.325693,1722.832272,9552.147819,114.855485
44.328233,1761.117434,9628.718142,153.140646
44.330772,1741.974853,9609.575562,76.570323
44.333312,1684.547110,9647.860723,133.998066
44.335851,1780.260014,9609.575562,133.998066
44.338391,1665.404530,9686.145885,114.855485
44.340930,1665.404530,9609.575562,114.855485
44.343469,1761.117434,9647.860723,191.425808
44.346009,1722.832272,9590.432981,19.142581
44.348548,1646.261949,9609.575562,95.712904
44.351088,1722.832272,9647.860723,172.283227
44.353627,1665.404530,9628.718142,114.855485
44.356167,1722.832272,9590.432981,0.000000
44.358706,1703.689691,9667.003304,210.568389
44.361246,1665.404530,9552.147819,19.142581
44.363785,1780.260014,9647.860723,133.998066
44.366324,1684.547110,9628.718142,133.998066
44.368867,1703.689691,9628.718142,57.427742
44.371409,1646.261949,9647.860723,38.285162
44.373952,1741.974853,9667.003304,133.998066
44.376494,1665.404530,9609.575562,57.427742
44.379037,1722.832272,9590.432981,0.000000
44.381579,1818.545176,9628.718142,76.570323
44.384122,1741.974853,9647.860723,76.570323
44.386664,1741.974853,9647.860723,133.998066
44.389206,1646.261949,9667.003304,95.712904
44.391749,1741.974853,9552.147819,133.998066
44.394291,1646.261949,9686.145885,95.712904
44.396834,1741.974853,9609.575562,76.570323
44.399376,1703.689691,9667.003304,76.570323
44.401919,1780.260014,9667.003304,114.855485
44.404461,1646.261949,9667.003304,114.855485
44.407003,1703.689691,9628.718142,76.570323
44.409546,1837.687757,9609.575562,95.712904
44.412088,1722.832272,9628.718142,19.142581
44.414631,1780.260014,9590.432981,191.425808
44.417173,1722.832272,9686.145885,38.285162
44.419716,1684.547110,9628.718142,114.855485
44.422258,1684.547110,9686.145885,153.140646
44.424800,1761.117434,9609.575562,57.427742
44.427343,1646.261949,9590.432981,76.570323
44.429885,1684.547110,9667.003304,191.425808
44.432428,1722.832272,9609.575562,-38.285162
44.434970,1684.547110,9686.145885,114.855485
44.437513,1703.689691,9647.860723,76.570323
44.440055,1818.545176,9628.718142,76.570323
44.442597,1741.974853,9686.145885,0.000000
44.445140,1703.689691,9743.573627,153.140646
44.447682,1741.974853,9647.860723,19.142581
44.450225,1665.404530,9628.718142,114.855485
44.452767,1684.547110,9667.003304,191.425808
44.455310,1703.689691,9667.003304,172.283227
44.457852,1703.689691,9571.290400,76.570323
44.460394,1799.402595,9628.718142,172.283227
44.462937,1684.547110,9609.575562,76.570323
44.465479,1741.974853,9647.860723,133.998066
44.468022,1780.260014,9647.860723,153.140646
44.470566,1856.830338,9590.432981,172.283227
44.473111,1627.119368,9609.575562,-76.570323
44.475656,1741.974853,9686.145885,229.710970
44.478201,1722.832272,9590.432981,38.285162
44.480745,1741.974853,9628.718142,191.425808
44.483290,1741.974853,9647.860723,133.998066
44.485835,1780.260014,9647.860723,76.570323
44.488379,1741.974853,9552.147819,57.427742
44.490924,1741.974853,9705.288466,229.710970
44.493469,1722.832272,9628.718142,76.570323
44.496013,1703.689691,9590.432981,57.427742
44.498558,1741.974853,9628.718142,153.140646
44.501103,1761.117434,9590.432981,76.570323
44.503647,1646.261949,9609.575562,38.285162
44.506192,1722.832272,9724.431046,114.855485
