#time,accel_x,accel_y,accel_z
680.339548,1588.834206,9667.003304,248.853550
680.342052,1684.547110,9667.003304,191.425808
680.344555,1703.689691,9590.432981,248.853550
680.347059,1684.547110,9647.860723,248.853550
680.349563,1684.547110,9724.431046,191.425808
680.352067,1665.404530,9609.575562,248.853550
680.354571,1665.404530,9628.718142,210.568389
680.357074,1665.404530,9705.288466,229.710970
680.359578,1703.689691,9590.432981,248.853550
680.362030,1741.974853,9552.147819,153.140646
680.364482,1684.547110,9686.145885,287.138712
680.366934,1646.261949,9667.003304,229.710970
680.369386,1665.404530,9628.718142,210.568389
680.371838,1684.547110,9647.860723,191.425808
680.374290,1646.261949,9686.145885,248.853550
680.376742,1665.404530,9628.718142,210.568389
680.379194,1741.974853,9609.575562,191.425808
680.381646,1703.689691,9628.718142,248.853550
680.384098,1684.547110,9609.575562,153.140646
680.386550,1722.832272,9667.003304,229.710970
680.389002,1684.547110,9647.860723,191.425808
680.391454,1722.832272,9628.718142,267.996131
680.393906,1741.974853,9628.718142,306.281293
680.396358,1665.404530,9590.432981,210.568389
680.398810,1665.404530,9590.432981,229.710970
680.401262,1722.832272,9628.718142,325.423874
680.403714,1607.976787,9590.432981,229.710970
680.406166,1722.832272,9628.718142,267.996131
680.408618,1665.404530,9667.003304,325.423874
680.411070,1703.689691,9667.003304,229.710970
680.413522,1722.832272,9628.718142,267.996131
680.415974,1665.404530,9590.432981,191.425808
680.418426,1703.689691,9628.718142,248.853550
680.420878,1722.832272,9628.718142,267.996131
680.423330,1703.689691,9667.003304,229.710970
680.425782,1627.119368,9743.573627,248.853550
680.428234,1703.689691,9628.718142,248.853550
680.430686,1780.260014,9667.003304,248.853550
680.433138,1646.261949,9628.718142,248.853550
680.435590,1722.832272,9628.718142,267.996131
680.438042,1722.832272,9590.432981,325.423874
680.440494,1627.119368,9762.716208,248.853550
680.442946,1761.117434,9590.432981,248.853550
680.445398,1780.260014,9609.575562,191.425808
680.447849,1646.261949,9647.860723,229.710970
680.450301,1722.832272,9590.432981,248.853550
680.452753,1684.547110,9609.575562,248.853550
680.455205,1627.119368,9628.718142,210.568389
680.457657,1684.547110,9762.716208,229.710970
680.460135,1741.974853,9609.575562,248.853550
680.462613,1627.119368,9705.288466,191.425808
680.465090,1646.261949,9647.860723,287.138712
680.467568,1703.689691,9647.860723,267.996131
680.470046,1646.261949,9686.145885,191.425808
680.472523,1607.976787,9628.718142,229.710970
680.475001,1665.404530,9590.432981,210.568389
680.477479,1703.689691,9705.288466,191.425808
680.479957,1607.976787,9647.860723,287.138712
680.482434,1703.689691,9667.003304,210.568389
680.484912,1684.547110,9628.718142,229.710970
680.487390,1665.404530,9628.718142,210.568389
680.489867,1665.404530,9590.432981,210.568389
680.492345,1665.404530,9667.003304,172.283227
680.494823,1703.689691,9628.718142,267.996131
680.497300,1665.404530,9647.860723,210.568389
680.499778,1665.404530,9628.718142,210.568389
680.502256,1684.547110,9647.860723,248.853550
680.504733,1722.832272,9724.431046,210.568389
680.507211,1627.119368,9628.718142,191.425808
680.509689,1684.547110,9647.860723,191.425808
680.512166,1684.547110,9667.003304,191.425808
680.514644,1722.832272,9628.718142,248.853550
680.517122,1684.547110,9705.288466,229.710970
680.519599,1684.547110,9686.145885,191.425808
680.522077,1761.117434,9667.003304,248.853550
680.524555,1741.974853,9647.860723,248.853550
680.527032,1703.689691,9628.718142,267.996131
680.529510,1684.547110,9667.003304,248.853550
680.531988,1780.260014,9667.003304,210.568389
680.534465,1665.404530,9647.860723,210.568389
680.536943,1741.974853,9609.575562,153.140646
680.539421,1646.261949,9705.288466,248.853550
680.541898,1569.691626,9609.575562,210.568389
680.544376,1684.547110,9647.860723,153.140646
680.546854,1741.974853,9609.575562,248.853550
680.549332,1588.834206,9667.003304,306.281293
680.551809,1722.832272,9628.718142,248.853550
680.554287,1703.689691,9628.718142,325.423874
680.556765,1665.404530,9647.860723,248.853550
680.559262,1722.832272,9667.003304,229.710970
680.561759,1722.832272,9590.432981,267.996131
680.564257,1627.119368,9609.575562,229.710970
680.566754,1722.832272,9590.432981,267.996131
680.569251,1646.261949,9609.575562,287.138712
680.571749,1627.119368,9590.432981,229.710970
680.574246,1761.117434,9628.718142,267.996131
680.576743,1665.404530,9686.145885,172.283227
680.579241,1607.976787,9628.718142,153.140646
680.581738,1761.117434,9590.432981,267.996131
680.584236,1703.689691,9533.005238,191.425808
680.586733,1607.976787,9628.718142,210.568389
680.589230,1761.117434,9609.575562,267.996131
680.591728,1741.974853,9628.718142,248.853550
680.594225,1607.976787,9705.288466,114.855485
680.596722,1627.119368,9647.860723,287.138712
680.599220,1722.832272,9762.716208,229.710970
680.601717,1646.261949,9667.003304,287.138712
680.604214,1684.547110,9647.860723,191.425808
680.606712,1741.974853,9552.147819,248.853550
680.609209,1627.119368,9705.288466,210.568389
680.611707,1703.689691,9686.145885,267.996131
680.614204,1684.547110,9647.860723,191.425808
680.616701,1646.261949,9667.003304,287.138712
680.619199,1799.402595,9628.718142,229.710970
680.621696,1684.547110,9647.860723,191.425808
680.624193,1646.261949,9628.718142,267.996131
680.626691,1684.547110,9609.575562,248.853550
680.629188,1703.689691,9667.003304,210.568389
680.631685,1684.547110,9609.575562,153.140646
680.634183,1703.689691,9667.003304,210.568389
680.636680,1703.689691,9628.718142,267.996131
680.639178,1665.404530,9628.718142,210.568389
680.641675,1703.689691,9724.431046,287.138712
680.644172,1665.404530,9590.432981,153.140646
680.646670,1646.261949,9724.431046,287.138712
680.649167,1703.689691,9667.003304,210.568389
680.651664,1684.547110,9667.003304,191.425808
680.654162,1703.689691,9647.860723,287.138712
680.656659,1646.261949,9647.860723,325.423874
680.659171,1684.547110,9647.860723,248.853550
680.661683,1665.404530,9628.718142,210.568389
680.664195,1703.689691,9590.432981,267.996131
680.666707,1646.261949,9609.575562,95.712904
680.669219,1665.404530,9628.718142,229.710970
680.671731,1722.832272,9686.145885,325.423874
680.674243,1665.404530,9571.290400,210.568389
680.676755,1741.974853,9609.575562,248.853550
680.679268,1665.404530,9590.432981,210.568389
680.681780,1665.404530,9628.718142,287.138712
680.684292,1741.974853,9609.575562,172.283227
680.686804,1741.974853,9513.862658,287.138712
680.689316,1703.689691,9686.145885,248.853550
680.691828,1703.689691,9590.432981,267.996131
680.694340,1722.832272,9686.145885,267.996131
680.696852,1665.404530,9628.718142,210.568389
680.699364,1722.832272,9647.860723,191.425808
680.701876,1684.547110,9686.145885,287.138712
680.704388,1665.404530,9628.718142,229.710970
680.706900,1722.832272,9609.575562,248.853550
680.709412,1703.689691,9628.718142,229.710970
680.711924,1684.547110,9667.003304,191.425808
680.714436,1722.832272,9609.575562,210.568389
680.716948,1741.974853,9647.860723,248.853550
680.719460,1703.689691,9667.003304,210.568389
680.721972,1684.547110,9590.432981,172.283227
680.724484,1741.974853,9686.145885,229.710970
680.726997,1665.404530,9724.431046,267.996131
680.729509,1646.261949,9647.860723,287.138712
680.732021,1780.260014,9609.575562,191.425808
680.734533,1684.547110,9762.716208,287.138712
680.737045,1741.974853,9552.147819,210.568389
680.739557,1761.117434,9647.860723,191.425808
680.742069,1569.691626,9628.718142,210.568389
680.744581,1741.974853,9647.860723,248.853550
680.747093,1703.689691,9647.860723,287.138712
680.749605,1646.261949,9667.003304,229.710970
680.752117,1684.547110,9647.860723,191.425808
680.754629,1741.974853,9628.718142,267.996131
680.757141,1569.691626,9705.288466,229.710970
680.759665,1703.689691,9705.288466,325.423874
680.762190,1684.547110,9647.860723,191.425808
680.764714,1646.261949,9686.145885,191.425808
680.767238,1741.974853,9590.432981,325.423874
680.769763,1703.689691,9590.432981,267.996131
680.772287,1684.547110,9647.860723,210.568389
680.774811,1741.974853,9686.145885,287.138712
680.777336,1703.689691,9628.718142,248.853550
680.779860,1646.261949,9705.288466,248.853550
680.782384,1703.689691,9686.145885,267.996131
680.784908,1703.689691,9590.432981,267.996131
680.787433,1665.404530,9628.718142,153.140646
680.789957,1684.547110,9590.432981,229.710970
680.792481,1741.974853,9647.860723,248.853550
680.795006,1684.547110,9609.575562,191.425808
680.797530,1684.547110,9647.860723,248.853550
680.800054,1703.689691,9705.288466,191.425808
680.802579,1665.404530,9590.432981,153.140646
680.805103,1703.689691,9628.718142,267.996131
680.807627,1684.547110,9647.860723,248.853550
680.810151,1665.404530,9628.718142,229.710970
680.812676,1665.404530,9590.432981,210.568389
680.815200,1703.689691,9609.575562,267.996131
680.817724,1684.547110,9647.860723,248.853550
680.820249,1665.404530,9686.145885,229.710970
680.822773,1741.974853,9647.860723,191.425808
680.825297,1665.404530,9628.718142,191.425808
680.827822,1665.404530,9590.432981,210.568389
680.830346,1741.974853,9590.432981,248.853550
680.832870,1684.547110,9628.718142,210.568389
680.835394,1627.119368,9628.718142,210.568389
680.837919,1665.404530,9628.718142,114.855485
680.840443,1741.974853,9609.575562,248.853550
680.842967,1684.547110,9743.573627,287.138712
680.845492,1665.404530,9609.575562,248.853550
680.848016,1646.261949,9667.003304,287.138712
680.850540,1722.832272,9590.432981,306.281293
680.853065,1665.404530,9590.432981,229.710970
680.855589,1646.261949,9647.860723,210.568389
680.858113,1665.404530,9628.718142,229.710970
680.860646,1684.547110,9647.860723,191.425808
680.863180,1722.832272,9590.432981,267.996131
680.865713,1722.832272,9667.003304,229.710970
680.868246,1607.976787,9628.718142,210.568389
680.870779,1722.832272,9628.718142,248.853550
680.873313,1741.974853,9647.860723,248.853550
680.875846,1665.404530,9628.718142,210.568389
680.878379,1722.832272,9686.145885,267.996131
680.880912,1703.689691,9590.432981,306.281293
680.883446,1703.689691,9552.147819,229.710970
680.885979,1741.974853,9647.860723,191.425808
680.888512,1722.832272,9667.003304,229.710970
680.891045,1646.261949,9647.860723,287.138712
680.893579,1684.547110,9609.575562,248.853550
680.896112,1741.974853,9609.575562,191.425808
680.898645,1665.404530,9686.145885,210.568389
680.901179,1722.832272,9628.718142,267.996131
680.903712,1780.260014,9647.860723,267.996131
680.906245,1646.261949,9686.145885,172.283227
680.908778,1646.261949,9647.860723,287.138712
680.911312,1722.832272,9590.432981,248.853550
680.913845,1665.404530,9628.718142,210.568389
680.916378,1741.974853,9590.432981,306.281293
680.918911,1684.547110,9647.860723,248.853550
680.921445,1569.691626,9628.718142,153.140646
680.923978,1684.547110,9609.575562,191.425808
680.926511,1703.689691,9590.432981,248.853550
680.929044,1741.974853,9647.860723,191.425808
680.931578,1722.832272,9647.860723,191.425808
680.934111,1780.260014,9609.575562,153.140646
680.936644,1607.976787,9628.718142,191.425808
680.939177,1703.689691,9590.432981,267.996131
680.941711,1684.547110,9609.575562,153.140646
680.944244,1665.404530,9628.718142,210.568389
680.946777,1665.404530,9667.003304,229.710970
680.949310,1684.547110,9647.860723,191.425808
680.951844,1684.547110,9628.718142,210.568389
680.954377,1722.832272,9609.575562,191.425808
680.956910,1722.832272,9667.003304,267.996131
680.959443,1665.404530,9628.718142,172.283227
680.961983,1684.547110,9667.003304,267.996131
680.964522,1703.689691,9647.860723,287.138712
680.967062,1665.404530,9628.718142,191.425808
680.969601,1665.404530,9743.573627,248.853550
680.972141,1741.974853,9647.860723,153.140646
680.974680,1684.547110,9628.718142,210.568389
680.977219,1684.547110,9628.718142,248.853550
680.979759,1665.404530,9609.575562,114.855485
680.982298,1646.261949,9609.575562,229.710970
680.984838,1665.404530,9590.432981,210.568389
680.987377,1665.404530,9590.432981,191.425808
680.989917,1607.976787,9590.432981,210.568389
680.992456,1646.261949,9647.860723,229.710970
680.994995,1665.404530,9628.718142,172.283227
680.997535,1684.547110,9647.860723,191.425808
681.000074,1684.547110,9628.718142,229.710970
681.002614,1627.119368,9647.860723,114.855485
681.005153,1684.547110,9609.575562,191.425808
681.007693,1684.547110,9686.145885,287.138712
681.010232,1703.689691,9628.718142,248.853550
681.012771,1684.547110,9647.860723,153.140646
681.015311,1646.261949,9686.145885,267.996131
